case_id,evidence_id,keyword,count,category,analyzed_at
CASE_1A1BF573F3,EVID_00016,__risk_signal__threat,0,threat,2026-08-03T14:00:13.940Z
CASE_1A1BF573F3,EVID_00017,reward,3,financial,2026-08-03T14:00:17.761Z
CASE_1A1BF573F3,EVID_00017,wallet,3,financial,2026-08-03T14:00:17.761Z
CASE_1A1BF573F3,EVID_00017,__risk_signal__urgency,0,urgency,2026-08-03T14:00:17.761Z
CASE_1A1BF573F3,EVID_00017,__risk_signal__financial,6,financial,2026-08-03T14:00:17.761Z
CASE_1A1BF573F3,EVID_00017,__risk_signal__credential,0,credential,2026-08-03T14:00:17.761Z
CASE_1A1BF573F3,EVID_00017,__risk_signal__threat,0,threat,2026-08-03T14:00:17.761Z
CASE_1A1BF573F3,EVID_00018,wallet,2,financial,2026-08-03T14:00:21.900Z
CASE_1A1BF573F3,EVID_00018,verify,1,credential,2026-08-03T14:00:21.900Z
CASE_1A1BF573F3,EVID_00018,reward,1,financial,2026-08-03T14:00:21.900Z
CASE_1A1BF573F3,EVID_00018,payment,1,financial,2026-08-03T14:00:21.900Z
CASE_1A1BF573F3,EVID_00018,__risk_signal__urgency,0,urgency,2026-08-03T14:00:21.900Z
CASE_1A1BF573F3,EVID_00018,__risk_signal__financial,4,financial,2026-08-03T14:00:21.900Z
CASE_1A1BF573F3,EVID_00018,__risk_signal__credential,1,credential,2026-08-03T14:00:21.900Z
CASE_1A1BF573F3,EVID_00018,__risk_signal__threat,0,threat,2026-08-03T14:00:21.900Z
CASE_1A1BF573F3,EVID_00019,wallet,4,financial,2026-08-03T14:00:25.874Z
CASE_1A1BF573F3,EVID_00019,reward,1,financial,2026-08-03T14:00:25.874Z
CASE_1A1BF573F3,EVID_00019,prize,1,financial,2026-08-03T14:00:25.874Z
CASE_1A1BF573F3,EVID_00019,payment,1,financial,2026-08-03T14:00:25.874Z
CASE_1A1BF573F3,EVID_00019,__risk_signal__urgency,0,urgency,2026-08-03T14:00:25.874Z
CASE_1A1BF573F3,EVID_00019,__risk_signal__financial,7,financial,2026-08-03T14:00:25.874Z
CASE_1A1BF573F3,EVID_00019,__risk_signal__credential,0,credential,2026-08-03T14:00:25.874Z
CASE_1A1BF573F3,EVID_00019,__risk_signal__threat,0,threat,2026-08-03T14:00:25.874Z
CASE_1A1BF573F3,EVID_00020,suspended,2,urgency,2026-08-03T14:00:30.732Z
CASE_1A1BF573F3,EVID_00020,reward,2,financial,2026-08-03T14:00:30.732Z
CASE_1A1BF573F3,EVID_00020,kyc,1,credential,2026-08-03T14:00:30.732Z
CASE_1A1BF573F3,EVID_00020,urgent,1,urgency,2026-08-03T14:00:30.732Z
CASE_1A1BF573F3,EVID_00020,wallet,1,financial,2026-08-03T14:00:30.732Z
CASE_1A1BF573F3,EVID_00020,__risk_signal__urgency,3,urgency,2026-08-03T14:00:30.732Z
CASE_1A1BF573F3,EVID_00020,__risk_signal__financial,3,financial,2026-08-03T14:00:30.732Z
CASE_1A1BF573F3,EVID_00020,__risk_signal__credential,1,credential,2026-08-03T14:00:30.732Z
CASE_1A1BF573F3,EVID_00020,__risk_signal__threat,0,threat,2026-08-03T14:00:30.732Z
CASE_1A1BF573F3,EVID_00021,bank,4,financial,2026-08-03T14:00:53.451Z
CASE_1A1BF573F3,EVID_00021,reward,1,financial,2026-08-03T14:00:53.451Z
CASE_1A1BF573F3,EVID_00021,prize,1,financial,2026-08-03T14:00:53.451Z
CASE_1A1BF573F3,EVID_00021,wallet,1,financial,2026-08-03T14:00:53.451Z
CASE_1A1BF573F3,EVID_00021,payment,1,financial,2026-08-03T14:00:53.451Z
CASE_1A1BF573F3,EVID_00021,__risk_signal__urgency,0,urgency,2026-08-03T14:00:53.451Z
CASE_1A1BF573F3,EVID_00021,__risk_signal__financial,8,financial,2026-08-03T14:00:53.451Z
CASE_1A1BF573F3,EVID_00021,__risk_signal__credential,0,credential,2026-08-03T14:00:53.451Z
CASE_1A1BF573F3,EVID_00021,__risk_signal__threat,0,threat,2026-08-03T14:00:53.451Z
CASE_1A1BF573F3,EVID_00022,wallet,16,financial,2026-08-03T14:00:54.181Z
CASE_1A1BF573F3,EVID_00022,account,5,credential,2026-08-03T14:00:54.181Z
CASE_1A1BF573F3,EVID_00022,reward,5,financial,2026-08-03T14:00:54.181Z
CASE_1A1BF573F3,EVID_00022,bank,4,financial,2026-08-03T14:00:54.181Z
CASE_1A1BF573F3,EVID_00022,payment,3,financial,2026-08-03T14:00:54.181Z
CASE_1A1BF573F3,EVID_00022,verify,2,credential,2026-08-03T14:00:54.181Z
CASE_1A1BF573F3,EVID_00022,kyc,2,credential,2026-08-03T14:00:54.181Z
CASE_1A1BF573F3,EVID_00022,prize,2,financial,2026-08-03T14:00:54.181Z
CASE_1A1BF573F3,EVID_00022,threat,2,threat,2026-08-03T14:00:54.181Z
CASE_1A1BF573F3,EVID_00022,suspended,1,urgency,2026-08-03T14:00:54.181Z
CASE_1A1BF573F3,EVID_00022,winner,1,financial,2026-08-03T14:00:54.181Z
CASE_1A1BF573F3,EVID_00022,__risk_signal__urgency,1,urgency,2026-08-03T14:00:54.181Z
CASE_1A1BF573F3,EVID_00022,__risk_signal__financial,31,financial,2026-08-03T14:00:54.181Z
CASE_1A1BF573F3,EVID_00022,__risk_signal__credential,9,credential,2026-08-03T14:00:54.181Z
CASE_1A1BF573F3,EVID_00022,__risk_signal__threat,2,threat,2026-08-03T14:00:54.181Z
CASE_1A1BF573F3,EVID_00023,payment,1,financial,2026-08-03T14:00:54.856Z
CASE_1A1BF573F3,EVID_00023,__risk_signal__urgency,0,urgency,2026-08-03T14:00:54.856Z
CASE_1A1BF573F3,EVID_00023,__risk_signal__financial,1,financial,2026-08-03T14:00:54.856Z
CASE_1A1BF573F3,EVID_00023,__risk_signal__credential,0,credential,2026-08-03T14:00:54.856Z
CASE_1A1BF573F3,EVID_00023,__risk_signal__threat,0,threat,2026-08-03T14:00:54.856Z
CASE_1A1BF573F3,EVID_00024,verify,2,credential,2026-08-03T14:00:57.121Z
CASE_1A1BF573F3,EVID_00024,account,2,credential,2026-08-03T14:00:57.121Z
CASE_1A1BF573F3,EVID_00024,bank,2,financial,2026-08-03T14:00:57.121Z
CASE_1A1BF573F3,EVID_00024,login,1,credential,2026-08-03T14:00:57.121Z
CASE_1A1BF573F3,EVID_00024,suspended,1,urgency,2026-08-03T14:00:57.121Z
CASE_1A1BF573F3,EVID_00024,urgent,1,urgency,2026-08-03T14:00:57.121Z
CASE_1A1BF573F3,EVID_00024,__risk_signal__urgency,2,urgency,2026-08-03T14:00:57.121Z
CASE_1A1BF573F3,EVID_00024,__risk_signal__financial,2,financial,2026-08-03T14:00:57.121Z
CASE_1A1BF573F3,EVID_00024,__risk_signal__credential,5,credential,2026-08-03T14:00:57.121Z
CASE_1A1BF573F3,EVID_00024,__risk_signal__threat,0,threat,2026-08-03T14:00:57.121Z
CASE_1A1BF573F3,EVID_00025,__risk_signal__urgency,0,urgency,2026-08-03T14:01:00.417Z
CASE_1A1BF573F3,EVID_00025,__risk_signal__financial,0,financial,2026-08-03T14:01:00.417Z
CASE_1A1BF573F3,EVID_00025,__risk_signal__credential,0,credential,2026-08-03T14:01:00.417Z
CASE_1A1BF573F3,EVID_00025,__risk_signal__threat,0,threat,2026-08-03T14:01:00.417Z
